"Q17_Age","Q19_Sex","Q20_EduLevel","Q21_EduType","Q22_WorkExperience","Q32_CurrentSituation","Q29_Prof_Knowledge","Q30_Involvement","Q2023_Country_Residence","Q2023_Country_Origin","Q16_Device_Owned","Q2_Device_In_Mind","Q3_Positive_About_Device","Q3_Feel_Victimized","Q3_Device_Runs_Independently","Q3_Device_Cannot_Initiate_Actions","Q3_Me_The_User_In_Control","Q3_Device_Forces_Process_On_Me","Q3_Device_Cannot_Change_Task","Q3_Device_Has_Own_Intelligence","Q4_Understand_How_Device_Works","Q4_Not_Ideal_Use","Q4_Device_Active_Participant","Q4_Device_Dependent_On_Me","Q4_Freely_Choose_Tasks","Q4_Cannot_Achieve_Things_I_Want","Q4_Device_Handles_Better_Certain_Things","Q4_Device_Not_Helpful","Q5_Enjoy_Device","Q5_Negative_Feelings_Towards_Device","Q5_Miss_Device","Q5_Device_Pleasurable","Q6_Device_Has_Own_Personality","Q6_Device_Supports_Like_Friend","Q6_Consider_Naming_Device","Q7_Device_Part_Of_Myself","Q7_Dont_Like_Others_Use_My_Device","Q7_Feel_Incomplete_Without_Device","Q8_Device_Useful_For_My_Goals","Q8_Device_Better_Than_NonSmart_Equivalent","Q8_Function_Aspect_Most_Important","Q9_Device_Important_Part_Lifestyle","Q9_Device_Helps_Me_Larger_Community","Q9_Device_Helps_Me_Social_Relations","Q10_Saves_Me_Time","Q10_Saves_Me_Money","Q10_Price_Most_Important_Factor"
4,2,2,10,3,1,2,2,84,84,1,NA,"Neutral","Neutral","Strongly Disagree","Somewhat Disagree","Strongly Agree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Neutral","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Neutral","Somewhat Disagree","Neutral","Neutral","Neutral","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Neutral","Strongly Disagree"
6,1,3,8,4,1,1,1,122,122,7,"Siri","Strongly Agree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree",NA,NA,NA,NA,"Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Somewhat Agree","Strongly Disagree"
10,1,5,7,7,3,1,2,24,24,1,"Apple Watch","Strongly Agree","Somewhat Disagree","Somewhat Disagree","Neutral","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Strongly Agree","Neutral","Somewhat Agree","Neutral","Strongly Agree","Neutral","Somewhat Agree","Strongly Disagree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Neutral","Strongly Agree","Neutral","Somewhat Disagree"
4,2,2,4,3,2,1,2,122,122,8,"Google chromecast","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Neutral","Strongly Agree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Neutral","Strongly Agree","Strongly Agree","Neutral","Neutral","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Somewhat Disagree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Neutral","Somewhat Disagree","Neutral"
4,1,4,2,1,1,1,2,187,183,1,"Fitbit 2","Strongly Agree","Strongly Disagree","Neutral","Neutral","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Neutral","Neutral","Neutral","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Strongly Disagree","Strongly Agree","Strongly Disagree","Somewhat Agree","Strongly Agree","Neutral","Neutral","Strongly Agree","Neutral","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree"
5,2,5,8,3,1,1,1,187,187,1,"Apple Watch","Strongly Agree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Neutral","Somewhat Agree","Strongly Disagree","Somewhat Agree","Neutral","Strongly Agree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Neutral","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Neutral","Somewhat Disagree"
7,2,4,7,5,2,1,1,9,9,2,"ilife robot vaccuum cleaner","Strongly Agree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Neutral","Somewhat Agree","Neutral","Strongly Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Strongly Agree"
11,1,5,11,7,1,1,2,31,179,8,"Apple TV","Strongly Agree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Strongly Disagree","Neutral","Somewhat Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Neutral","Neutral","Strongly Disagree"
4,1,4,8,2,1,1,2,187,122,2,"Medion vacuum cleaner","Strongly Agree","Strongly Disagree","Neutral","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Neutral","Neutral","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Neutral","Strongly Agree"
6,2,2,1,3,1,1,2,9,84,7,"Google home","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Neutral","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Neutral","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Neutral"
2,1,2,8,9,1,2,1,36,61,6,"-","Somewhat Agree","Neutral","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Neutral","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Neutral","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Agree"
3,2,3,1,9,1,2,2,60,60,8,"Lg smartTV","Strongly Agree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Agree","Strongly Disagree","Somewhat Disagree","Neutral","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Strongly Disagree"
5,2,5,7,2,1,1,2,187,26,1,"FitBit","Strongly Agree","Strongly Disagree","Neutral","Strongly Disagree","Neutral","Neutral","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Neutral","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree"
6,2,4,6,3,1,1,1,172,172,1,NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Strongly Agree","Somewhat Disagree","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral"
10,1,3,6,7,3,2,2,60,60,1,"Polar V800","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Somewhat Agree","Neutral","Strongly Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree"
4,1,3,7,2,1,1,1,169,153,8,"Samsung Smart TV","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Strongly Agree","Neutral","Somewhat Disagree","Strongly Agree","Strongly Agree","Somewhat Disagree","Neutral","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Neutral","Neutral","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Neutral"
3,1,3,7,9,1,1,1,122,122,3,"Ikea smart lights","Strongly Agree","Somewhat Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Neutral","Somewhat Disagree","Strongly Agree","Strongly Agree","Somewhat Disagree","Neutral","Strongly Disagree","Strongly Agree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree"
6,2,3,8,4,2,2,2,122,61,9,"iPhone","Strongly Agree","Somewhat Agree","Neutral","Somewhat Agree","Strongly Agree","Neutral","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Neutral","Neutral","Neutral","Somewhat Agree","Somewhat Disagree","Neutral","Neutral","Strongly Agree","Somewhat Agree","Strongly Agree","Neutral","Neutral","Neutral","Strongly Disagree","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Disagree"
5,1,5,7,3,1,1,2,185,185,1,"Polar M430","Strongly Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Strongly Disagree","Neutral","Neutral","Somewhat Disagree","Neutral","Neutral","Neutral","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Neutral","Somewhat Agree","Neutral","Somewhat Disagree"
6,1,3,1,2,1,1,1,60,60,8,"Smart TV","Strongly Agree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Strongly Agree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Somewhat Disagree"
3,2,2,7,2,1,1,2,122,122,8,"LG","Strongly Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Neutral","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree"
4,1,4,7,2,1,1,1,84,84,8,"nvidia shield","Somewhat Agree","Strongly Disagree","Strongly Disagree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Neutral","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Strongly Agree","Neutral","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Neutral","Somewhat Disagree"
3,2,3,8,9,2,2,2,122,78,9,NA,"Strongly Agree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Neutral","Neutral","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Neutral","Strongly Disagree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree"
5,2,3,1,4,4,2,2,60,60,1,"Fitbit","Somewhat Agree","Somewhat Disagree","Neutral","Strongly Disagree","Strongly Agree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Strongly Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Strongly Agree","Neutral","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Neutral","Neutral","Somewhat Disagree"
9,1,4,1,7,1,2,2,60,60,9,"Mac laptop, iPhone, Ibad","Strongly Agree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Neutral","Neutral","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Neutral","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Neutral","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree"
10,1,5,7,7,1,2,2,122,143,9,"MacBook Pro","Strongly Agree","Somewhat Agree","Neutral","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Strongly Disagree"
4,1,5,7,3,1,1,1,84,84,7,"Amazon Echo Dot","Strongly Agree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Neutral","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Neutral","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree"
6,1,3,1,5,1,2,2,60,60,1,"Iwatch","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Strongly Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Neutral","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Neutral","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Disagree"
5,1,5,7,4,1,1,2,17,17,1,"Fitbit","Somewhat Agree","Somewhat Disagree","Neutral","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Neutral","Somewhat Disagree","Strongly Agree","Neutral","Neutral","Neutral","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Neutral","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree"
3,1,7,7,9,1,1,2,65,65,8,NA,"Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Neutral","Somewhat Disagree","Neutral","Somewhat Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral"
4,1,7,7,2,1,1,2,10,10,2,"Xiaomi Mi Robot","Strongly Agree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Agree","Somewhat Disagree","Neutral","Somewhat Agree","Somewhat Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Neutral","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Somewhat Agree"
